"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
5,5,16.7,0,15.1,20,4,47.8,0,3,641,9,0.2,26.08,10
13,3,16.9,1,14.7,27,3.8,42.6,0,4,646,10,0.24,25.14,5
13,14,15.2,0,9.4,17,4.3,30.9,2,3,565,9,7.03,795.36,5
12,14,15.7,1,10.2,18,3.7,16.6,30,3,363,8,11.6,1780.63,1
16,12,16,0,16.4,20,3.4,39.3,0,3,659,8,0.52,65.59,12
19,2,15.8,0,14.4,15,3.8,30.6,2,2,718,7,3.04,68.17,13
21,14,15.3,2,11.8,14,3.9,33.9,30,3,454,8,4.93,615.5,8
7,13,16.3,1,15,23,3.6,29.1,2,3,536,11,4.11,426.21,8
24,7,16,1,15.2,20,3.8,46.2,1,4,607,10,3.19,248.12,13
13,13,15,3,13,25,4.1,17.3,1,2,403,8,1.84,116.62,9
18,5,15.7,6,12.7,24,3.5,41.2,0,4,847,10,1.29,26.88,13
16,4,15.6,0,11.2,17,3.9,42.6,0,3,890,9,1.61,304.86,12
21,11,18.5,1,15.7,19,4.4,28.5,1,2,845,6,2.28,281.89,8
16,4,14.6,4,10.5,20,3.8,36.7,0,2,945,6,0.68,51.8,1
19,10,16,0,11,20,4.1,38.6,0,2,839,7,1.91,188.9,5
7,3,15.1,1,10.3,18,3.8,47.4,0,3,817,10,0.28,9.96,15
16,4,16,2,12.9,23,4,35.8,0,2,873,6,2.04,43.19,12
16,2,17.1,2,14.2,22,3.8,41,1,4,317,11,3.93,220.84,12
11,2,16.2,3,13.7,23,4,48.3,0,4,1257,10,3.43,249.15,15
24,13,15.9,3,10.9,25,3.8,40.9,121,3,975,9,3.91,169.74,9
13,7,14.8,5,8.9,23,3.7,35.3,4,3,730,7,4.53,422.28,8
21,8,16.8,1,14.6,26,3.5,47.2,0,3,889,9,0.58,66.42,8
5,13,16.4,4,13.4,20,3.9,39.4,0,4,922,11,1.44,111.89,15
24,2,16.2,4,14.7,22,4.1,47.1,0,3,567,7,0.43,26.27,13
17,13,15.8,2,15.6,25,3.6,28.3,1,3,545,10,3.64,363.04,9
13,10,16.9,1,13.6,23,3.7,38,0,4,712,10,0.14,27.33,5
16,5,16.1,1,14.1,17,4,32.5,1,4,702,10,1.83,142.9,12
7,11,15.9,0,17.6,15,3.7,38.6,47,2,569,7,0.34,57.24,15
13,14,15.3,0,11.2,17,3.7,26.9,1,3,499,8,3.52,416.97,5
23,7,16.6,1,11.7,24,3.8,39.2,1,4,913,11,3.04,355.18,7
3,2,17.8,5,12.5,25,3.5,32,0,4,593,9,4.07,311.39,13
7,13,15.8,0,12.3,17,3.4,39,0,3,699,10,1.79,82.9,15
14,13,16.4,4,16.6,31,3.3,25.2,3,5,1072,11,6.22,591.91,15
23,13,15.3,4,8.7,23,2.5,36.6,0,3,695,10,0.62,60,7
16,4,16,1,14.3,18,3.8,37.8,0,2,206,8,0.88,117.49,12
7,2,16.4,4,12.8,26,3.9,40.3,1,4,1371,11,1.57,176.09,11
24,13,15,4,13.1,20,3.3,47.9,0,3,455,7,2.11,113.44,13
12,11,16,0,10.1,12,3.5,36.8,36,2,874,7,0.96,166.64,6
21,13,16,3,14.5,19,4,42.3,1,3,1401,7,0.93,88.52,10
12,14,15.1,3,13.6,16,3.2,49.8,0,2,1185,7,0.35,36.28,1
2,7,14.8,1,10,16,4,40.8,3,4,506,10,6.4,762.34,9
13,6,15.6,3,13.9,21,3.7,34.3,82,3,750,9,1.69,124.31,2
16,4,16.2,0,9,29,3.8,30.9,1,2,784,6,5.47,331.9,12
5,2,16.1,4,12.6,24,4.1,28.4,0,3,419,10,3.07,156.34,10
13,4,14.6,4,11.8,23,3.8,43.6,0,2,499,6,1.35,56.73,7
7,7,14.8,2,9.8,17,4,41.4,0,3,724,8,0.96,73.31,15
12,5,15,0,9.8,23,3.9,48.6,0,2,721,8,1.43,147.48,6
7,5,17,1,16.4,23,4.1,31.7,54,2,525,7,1.24,117.86,15
12,13,15,1,8.9,14,3.7,36.3,81,2,641,8,3.22,256.99,3
16,14,14.6,1,10.6,21,3.7,40.4,0,3,887,10,0.48,55.06,6
16,4,15,2,11,23,3.6,39,0,2,962,8,2.98,158.86,3
21,4,14.6,5,12.5,26,4,44.2,0,2,478,6,0.65,23.86,8
24,13,15.8,6,13,20,4,33.6,23,2,924,7,9.85,798.74,13
11,5,14.8,5,10.1,24,3.8,35.1,1,2,505,7,3.02,144.68,4
22,7,16.3,1,10.4,24,3.8,33.8,0,4,1131,11,0.74,34.48,2
5,2,16.4,3,11.8,20,3.9,30.4,0,3,293,9,0.37,28.29,10
16,7,15.7,1,13.6,22,3.3,15.3,55,4,663,8,9.87,1243.41,12
21,5,15.8,4,10.1,23,4,43.1,6,4,876,10,1.61,184.55,6
7,13,15.7,3,12.3,24,3.7,43.8,1,2,457,7,1.8,309.11,15
16,11,15.2,2,10.7,19,4,40.2,0,3,1315,9,1.53,141.56,12
18,4,15,2,9.8,23,3.6,21,1,4,905,10,2.14,212.51,12
1,14,14.8,0,11.9,20,4.1,40.4,1,3,625,9,3.07,314.08,1
16,5,18.6,3,18.8,22,3.6,40.3,0,2,987,6,1.27,184.34,10
13,14,16.8,3,14.9,15,3.5,33.8,0,4,614,11,0.15,10.56,5
13,13,15.8,6,17.1,23,3.7,38.1,3,3,306,7,3.86,257.04,9
23,2,16.3,3,14.7,20,3.5,32.1,1,4,1193,10,0.93,141.18,10
3,14,14.9,0,10.9,22,3.7,49.5,0,3,770,10,0.44,34.84,3
12,4,16.4,2,10.4,18,3.6,25.8,5,2,600,9,9.81,878.2,6
16,6,16.7,0,14,15,4,37.7,0,4,482,10,2.02,129.92,6
21,13,15.8,5,13.8,22,3.6,34.1,42,3,501,9,5.55,460.54,8
16,8,16.1,3,12.4,22,3.9,49.1,0,4,664,10,0.56,56.37,10
14,7,15.7,3,12.7,17,4.1,39.3,1,3,462,10,1,160.35,1
24,2,16.2,3,14.8,21,3.3,32.8,1,4,589,10,1.22,93.61,13
2,14,15.5,3,13.9,21,3.5,33.7,0,3,1088,10,0.29,33.88,14
21,2,16,0,11.7,21,3.8,39.9,0,4,1209,8,2.36,227.04,1
24,14,16.1,3,13.3,24,3.6,41.3,0,3,1247,7,0.26,14.12,13
7,7,15.4,3,11.9,29,3.6,37.4,19,1,530,6,3.76,297.24,15
21,6,16.2,1,12.6,21,3.7,17,1,3,689,10,0.83,73.61,8
11,2,17,0,16.1,26,3.7,33.4,0,4,555,11,1.01,56.18,4
4,3,16.6,0,15.1,17,3.7,41.8,0,2,1011,7,0.25,22.65,13
24,14,15.7,2,11.1,29,4.2,25.8,17,3,949,10,7.41,696.8,13
21,3,15.4,2,10.3,14,3.7,31.7,1,2,533,6,0.21,80.94,8
13,13,15.6,3,11.3,23,3.6,35,72,3,1011,8,11.87,778.5,2
16,4,14.8,0,13.1,27,3.8,27.2,58,3,675,9,10.01,836.05,12
9,5,16.4,3,8.7,31,4.2,29.1,1,3,1131,11,4.42,268.48,12
7,7,15.8,2,12.6,17,3.6,34.4,88,4,1127,10,6.34,560.2,15
16,7,14.9,0,9.5,18,3.5,44.1,0,2,660,7,1.04,154.55,12
7,7,15.1,0,11.7,27,3.7,26.8,0,3,411,7,3.14,93.61,15
14,11,15.4,2,13.1,31,3.9,44.1,3,4,503,10,0.19,150.28,1
5,1,15.9,2,11.3,14,3.7,41.8,0,3,363,8,0.33,92.8,10
12,4,16.3,6,15.1,24,3.8,29.2,1,4,419,11,2.36,236.35,6
16,13,16.1,2,10.4,22,4.1,25.1,0,2,560,7,2.02,192.63,12
2,7,15.4,2,10.5,16,4,27.8,0,4,383,9,1.07,102.68,14
2,13,15.7,3,13.1,16,3.6,37.1,87,3,722,9,1.89,140.66,9
2,5,15.1,4,10,27,3.9,42.1,18,2,528,7,8.5,901.27,1
16,4,14.6,2,10.2,12,3.8,51.5,1,2,1207,6,3.05,219.6,12
21,7,15.7,0,14.3,18,3.7,9.8,2,3,590,9,3.51,452.78,8
19,11,16,1,13.6,24,3.3,35.5,1,4,332,9,1.09,80.54,9
11,3,16.3,1,15.3,17,4,39.4,0,2,917,7,0.48,36.51,4
21,7,15.6,0,13.2,23,3.8,39.7,0,3,581,8,2.32,215.77,11
1,3,17.7,4,14.5,22,3.8,47.4,0,4,169,11,1.71,120.56,10
7,5,15.9,2,13.8,20,4,27.2,17,4,568,11,5.03,358.75,4
16,14,15.7,0,7.7,24,2.8,25.5,30,3,953,9,1.97,270.3,2
14,10,15.9,2,12.7,15,4,33.7,19,3,805,10,2.08,158.72,15
13,11,15.4,1,9.9,24,4.2,35.5,0,2,889,7,2.22,263.67,5
23,7,15.3,2,10,16,3.6,31.1,0,2,784,7,0.92,73.59,10
15,1,15.6,2,12.3,25,3.5,36.5,22,3,583,10,1.3,150.23,1
14,13,15.2,3,10.5,23,4,29.4,1,4,886,10,2.72,293,15
16,9,16.1,5,10.4,24,3.6,33.9,0,2,397,7,1.46,73.91,6
16,4,15.1,2,9.1,21,3.7,42.2,0,3,928,10,0.94,88.88,12
21,5,15.5,5,11.2,27,3.8,41.1,1,2,926,7,3.83,143.88,8
11,13,15.7,3,12.1,21,4,28.1,1,2,538,7,5.21,334.02,4
19,3,16.5,0,10.4,23,4,38.6,12,3,1083,9,2.04,156.57,5
23,2,16.4,3,14.6,18,3.9,34.3,49,4,452,10,3.94,373.95,10
16,13,15.8,3,12.8,21,3.9,36.8,4,3,354,8,4.03,240.28,10
2,2,16.3,0,11.8,20,3.8,47.3,1,2,545,9,2.01,165.42,9
16,14,15.2,1,9,18,3.5,36.2,0,3,659,7,3.95,494.95,6
7,3,16.3,2,13.3,24,4.3,14.8,2,3,866,7,3.37,490.7,4
19,14,15.8,3,9.1,25,3.9,26.9,0,2,695,7,1.98,63.69,13
14,2,15,3,10.7,18,3.7,37.9,0,3,37,9,0.62,70.9,15
16,8,15.4,2,9,25,3.3,38.5,59,3,545,9,4.18,557.43,14
23,7,15.6,3,15.8,20,3.8,34.9,0,3,891,10,0.62,99.48,10
16,4,15.8,8,9.5,27,3.8,37.4,0,3,1229,7,4.26,344.14,14
16,1,16.5,4,13.2,27,4,46.1,0,5,826,11,0.91,66.38,3
2,2,15.6,4,11.3,14,3.9,27.7,0,3,888,8,0.58,59.47,9
21,7,15.3,3,13.6,25,3.8,29.6,0,2,741,6,3.61,330.91,11
10,5,15.2,2,12.2,25,3.6,48.8,0,3,695,7,2.76,206.74,5
12,8,16,0,10.6,17,4,36.7,1,3,492,9,4.02,515.17,14
2,5,16.2,5,15.9,24,3.9,25.4,1,4,448,11,3.85,267.25,14
21,4,16,4,14,27,4.1,26.9,0,4,426,11,2.1,145.57,8
7,13,15.9,4,13.4,25,3.8,37.6,121,2,657,9,3.68,267.4,4
3,3,16.6,3,11.1,26,3.8,34.9,1,2,446,7,0.5,48.97,2
12,7,16.1,3,8.7,13,4.1,26.1,4,3,432,11,3.62,336.41,1
16,5,15.7,0,13.1,10,3.8,33.7,0,4,345,9,3.73,487.68,10
2,11,15.5,1,15.3,18,3.6,35.1,1,3,523,8,1.36,160.52,15
18,3,16.4,3,16.3,15,3.3,38.8,0,3,924,8,0.57,34.99,8
21,7,15.1,2,8.7,32,3.8,39,2,3,571,7,4.84,497.79,8
2,5,15.6,1,13.5,22,3.4,16.9,1,2,679,6,3.7,396.86,9
2,7,15.3,0,14.2,14,3.9,26.7,22,4,539,10,5.26,577.1,14
19,13,16.5,1,13,21,3.8,26.3,4,4,691,10,5.51,532.17,5
11,7,15.2,1,11.2,21,3.9,26.1,45,3,343,7,2.44,252.34,4
19,11,16,2,9.5,20,3.8,45,0,4,610,10,0.31,31.45,9
10,14,16,2,14.5,22,3.7,24.5,4,3,976,9,10.75,741.52,3
12,2,15.7,2,11.5,28,3.9,41,28,2,795,7,2.48,291.51,1
21,3,15.8,0,9.9,19,3.9,46.2,0,3,320,9,0.63,27.39,8
19,4,14.9,2,11.8,20,3.6,27.6,0,4,692,10,0.54,25.22,5
12,7,15.4,0,14.9,24,3.8,37.2,0,3,952,9,0.66,40.09,6
5,13,16,4,13.4,28,4.1,23.5,24,4,849,11,6.31,532.81,10
16,14,15.5,2,11.9,23,3.8,34.4,0,3,627,7,0.99,72.55,6
16,5,15.9,1,11.9,17,3.9,40.2,0,4,704,11,1.33,145.18,14
11,3,16.2,4,9,22,3.8,25.2,18,2,1349,6,4.93,676.7,7
7,11,15.3,2,12,26,3.7,41.6,11,3,531,8,0.4,11.64,15
14,13,15.8,2,14.3,16,3.6,34.7,1,3,493,10,3.64,433.31,11
21,7,17,1,13.7,27,3.7,24.9,1,2,491,6,3.62,318.64,15
5,5,15,1,14,20,3.7,32.3,1,3,473,8,5.56,510.8,15
12,14,15.2,0,9.9,22,3.6,29.6,36,3,1225,9,2.14,229.13,1
11,5,15.6,3,14,26,3.6,32.3,0,2,940,6,2.27,244.99,7
15,2,16.5,1,13,13,2.9,27.6,18,3,398,11,2.42,289.4,1
11,13,15.4,3,10.8,22,3.5,38.5,0,3,272,9,3.93,152.7,4
2,4,15.6,4,13.7,22,3.6,27.9,14,4,515,10,0.32,85.83,14
16,4,15.1,3,10.7,21,3.5,23.5,2,3,255,10,6.09,526.87,6
2,5,17.3,3,14.9,22,3.5,34.8,1,2,1003,6,4.94,425.38,9
14,14,15.5,0,7.5,17,3.9,37,67,3,755,10,8.23,982.61,11
16,4,15.4,4,11.9,23,3.8,25.8,37,2,534,9,3.57,427.7,12
24,14,14.6,3,10.9,21,3.8,32.7,0,2,614,6,2.33,192.21,13
12,14,16.3,1,11.2,22,3.9,22.5,68,3,710,8,8.62,1314.17,1
11,13,15.6,3,8.2,28,3.7,26.2,7,3,1348,7,9.21,737.45,4
21,5,16,2,11.7,17,3.8,38.8,0,2,517,7,3.52,340.05,8
19,7,15.8,5,13.7,24,3.7,37.9,1,4,384,10,5.04,217.38,13
16,13,16.4,3,13.2,21,3.8,37.5,1,4,439,11,1.59,87.01,10
11,5,16,0,10.7,18,3.9,34.6,2,3,552,9,1.47,133.25,15
23,14,15.5,0,12.7,14,3.8,43.1,7,2,492,7,4.2,316.48,7
21,14,16.3,2,15.7,23,3.9,33.9,2,4,203,11,3.49,316.53,8
21,5,15.6,5,11.1,18,3.9,39.7,1,3,414,10,4,275.05,8
23,13,15.5,5,11.1,23,4,25.9,3,3,405,10,1.48,125.64,7
21,11,15.9,1,11,21,3.8,38.4,0,3,785,8,1.21,102.31,11
17,14,14.3,2,7.1,22,3.6,39.9,0,3,477,8,2.09,145.67,9
24,11,15.9,0,13.8,18,3.8,39.9,8,3,523,8,2.14,61.5,9
7,1,15.3,0,11.4,18,3.7,29.8,0,3,200,9,0.4,26.22,15
19,2,16.2,2,18.7,21,3.7,33.9,0,3,279,10,0.91,64.43,13
12,14,14.8,1,12.1,20,4,25.8,1,3,642,10,4.48,470.35,1
11,4,14.6,5,10.4,19,3.9,31.1,1,0,823,6,0.84,67.15,4
7,7,14.9,2,12.4,27,3.8,23.4,1,3,431,8,3.65,403.61,15
16,5,16.4,2,12.8,16,3.9,43.6,1,2,1096,7,0.75,83.79,10
21,13,16.6,3,13.9,24,3.7,35.2,0,3,679,9,0.58,30.55,8
21,3,16.3,3,8.9,20,4,35.2,0,4,1042,11,0.14,8.97,8
12,4,15.7,5,10.6,24,3.9,42.5,1,2,805,7,10.43,225.5,5
16,4,15.9,2,11.1,14,3.8,39.5,3,3,476,8,2.25,68.52,12
16,7,15.2,2,10,28,3.6,25.9,32,3,373,8,5.24,450.8,10
16,6,16.8,1,14.6,21,3.9,43.6,0,3,581,9,1.22,23.29,12
19,14,15.1,3,11.1,15,3.7,34.8,0,2,481,7,0.6,97.19,5
16,7,14.8,1,9.7,13,3.8,31.1,0,2,142,7,0.99,104.11,12
16,4,16.6,2,11.4,20,3.8,22.7,1,4,450,11,5.17,638.29,3
12,7,15.6,2,8.8,20,3.9,33.8,0,4,375,11,2.55,320.29,1
21,11,17.7,3,16.5,18,3.9,39.4,0,4,871,11,1.74,105.28,15
19,4,16.4,4,15.2,21,3.7,29.5,0,4,743,11,0.8,105.25,13
19,10,16.9,2,12.5,28,3.9,45.9,0,3,602,9,0.21,26.85,13
16,5,17.1,2,12,18,3.7,44.4,1,1,783,6,1.98,359.4,12
14,14,15.5,0,11.1,17,3.7,25.3,31,2,683,7,2.95,352.45,15
4,14,14.9,2,13.3,13,4,41.1,0,2,1107,6,0.97,85.8,13
16,5,15,2,13.7,22,3.5,40.9,1,2,599,8,2.02,244.35,14
11,5,15.8,1,14.8,19,3.7,33.3,1,3,237,9,6.77,358.78,4
12,8,15.2,1,10.5,16,4,29,0,3,765,9,1.13,83.27,5
17,13,15.8,2,12.9,18,3.8,33.2,30,3,695,7,8.06,754.94,9
13,2,16.9,4,14.8,27,4,41.3,0,4,523,11,0.49,19.31,9
12,11,16,2,14.6,22,4,42.9,0,3,511,8,1.14,93.62,5
7,3,16.2,3,11.3,22,3.6,32.4,0,3,917,11,0.41,37.11,11
22,7,15.8,1,16.1,21,4,24.2,3,4,693,10,6.11,599.76,2
16,4,14.9,1,13.1,26,3.8,32.3,1,3,689,8,1.99,246.11,12
12,4,14.6,3,13.3,28,3.8,18.8,4,2,775,6,6.83,624.03,9
21,13,15.7,2,11.2,23,4.1,27.6,3,3,871,8,2.11,194.87,8
21,2,15.1,5,11.3,24,2.5,38.6,0,3,973,7,1.52,139.06,11
12,5,16.5,1,15.7,25,3.5,24.5,1,2,1064,6,2.05,248.21,1
5,2,16.7,1,12,33,3.8,43.2,1,3,804,10,0.74,100.23,15
6,5,15.8,1,12.7,16,3.7,34.7,37,3,829,9,2.04,250.34,3
21,1,16.2,1,16.8,17,3.7,37.9,0,4,1611,11,0.47,114.2,8
17,13,15.8,4,10.9,19,4,39.7,0,3,918,7,2.95,95.93,9
21,7,16.3,2,12.5,15,3.7,36.7,0,4,539,10,1.19,102.43,11
3,5,16.7,2,16.7,30,4,24.2,0,3,669,9,1.68,100.51,13
12,5,15.8,1,13.3,23,3.8,34.9,28,3,363,7,4.25,483.72,2
13,5,15,4,16.4,34,3.9,35.7,0,3,904,7,1.37,128.73,3
2,13,15,2,10.9,21,3.8,34,1,3,419,10,1.44,162.22,1
16,3,16.4,1,8.3,18,3.8,43.7,0,3,604,9,0.36,21.84,6
12,4,15,4,14.3,24,4,33.6,0,4,330,10,0.59,53.6,1
18,6,15.6,5,8.9,22,3.7,31.5,0,3,322,10,2.42,39.7,13
24,3,16.1,4,11.7,25,3.9,32.7,1,2,381,7,1.25,152.84,13
16,7,14.8,2,12.7,22,4,39.9,1,3,1203,9,2.81,219.02,12
21,13,15.8,3,11,24,3.8,50,0,4,1571,10,0.83,76.47,11
14,5,15.3,1,13.7,19,3.6,39,6,3,942,7,4.92,417.38,9
15,3,16.8,0,14.1,19,3.8,25.4,0,3,510,9,0.31,24.3,1
24,3,16.4,1,11.8,25,3.6,38.5,0,3,1001,10,0.88,45.01,13
16,12,16.1,1,11.1,25,3.6,32.8,0,2,326,7,0.69,78.82,12
21,7,15.3,2,9.2,23,3.4,46.7,26,3,1430,10,1.81,150.87,10
19,3,15.6,2,8.6,18,3.7,39.3,0,2,639,7,0.48,32.41,13
5,7,15.1,2,8.8,23,3.9,33,0,3,822,10,2,118.97,10
21,5,14.9,4,14.6,19,4,21.3,5,1,641,6,4.18,337.44,8
16,4,15.6,1,11.1,16,3.9,31.7,98,3,846,9,7.97,397.41,14
16,9,16.9,3,14.4,14,4,29.4,0,4,460,10,0.86,76.67,12
16,7,14.4,1,12.2,23,4.2,40.5,31,3,828,9,4.23,354.61,10
23,11,16,0,11.7,19,3.6,48.6,1,2,366,8,1.79,164.97,7
1,2,15.2,0,14,20,3.9,41.9,0,4,991,9,0.6,64.46,1
16,14,15.1,3,13.9,21,3.6,39.3,0,2,519,7,1.32,150.84,10
12,4,14.9,1,9.7,19,3.9,35.8,0,3,287,7,1.21,125.34,3
2,14,17.6,1,8.2,27,3.8,40,0,2,943,6,0.4,23.68,9
13,14,15.6,3,12,19,3.9,38.4,0,4,461,11,1.54,119.73,5
19,7,15.4,0,10,16,3.8,21.4,28,3,1029,10,2.95,170.74,13
20,7,14.6,2,11.8,23,3.9,29.6,1,2,779,6,1.99,156.92,13
23,11,15.6,1,12.1,17,4,28.9,15,4,752,7,6.45,482.74,7
16,5,16.4,0,12.6,21,3.4,32.8,0,2,972,6,1.13,53.18,12
2,14,15.6,1,13.6,24,3.5,25.9,0,2,478,8,2.17,312.8,15
5,5,16.1,4,14.2,25,3.3,43.4,3,3,758,10,2.76,231.03,8
12,14,15.8,1,10.3,26,3.9,38.1,0,4,690,10,0.62,63.97,1
19,5,16.8,4,14.9,24,4,43.9,0,3,716,9,1.49,96.48,5
16,4,15.9,4,12,20,4,54.3,0,3,336,9,5.32,57.14,12
2,14,16,2,11.6,21,3.8,14,65,3,997,8,9.9,1173.84,7
16,14,14.9,2,10.5,28,3.9,29.8,12,3,763,8,5.53,729.81,1
1,13,16.5,4,14.4,22,4,33.4,1,3,882,11,6.11,411.83,1
7,13,15.3,2,11.9,24,3.7,28.7,0,4,614,10,2.27,259.43,11
7,5,16,3,10.2,17,4,28.7,0,3,939,11,1.15,82.92,11
21,7,15.2,0,12.7,18,3.6,37.3,1,2,935,9,3.5,302.6,8
21,5,17.2,4,10.8,17,3.7,47.8,0,2,436,6,0.92,125.03,4
3,7,15.5,2,10.9,24,4.1,29.9,1,3,646,9,4.58,393.47,2
14,14,14.9,2,8.6,23,3.9,26.2,2,3,421,10,2.25,263.63,9
14,7,15.8,3,11.9,21,3.9,22.3,2,3,681,6,5.71,652.83,11
14,7,16.1,2,10.4,18,3.9,40.2,1,3,1026,9,4.08,477.38,15
5,3,16.2,0,13,19,3.8,24.1,1,3,1171,10,1.41,84.75,15
21,13,15.5,4,10.8,22,3.7,33.5,0,3,899,7,0.34,38.41,8
23,7,15.6,3,12.3,29,3.9,40.1,0,3,617,10,2,182.81,7
16,5,16,1,13.8,13,3.9,32.3,2,2,752,8,3.19,371.06,12
16,7,15.1,2,12.1,21,3.5,39,19,3,306,7,4.07,379.84,10
13,13,15.4,1,13.1,25,3.9,48.9,0,2,728,8,0.53,54.45,5
18,7,15.1,1,7.7,25,3.7,33.2,47,3,838,9,1.37,161.2,8
2,7,17.6,1,13.1,22,3.9,28.1,0,2,669,6,0.62,56.87,9
7,5,14.6,4,10.6,33,3.8,27.5,2,1,933,6,1.85,452.98,15
13,11,15.2,2,9.3,17,3.8,39,0,3,431,9,2.49,219.28,2
24,6,16.5,5,16.4,24,4.1,37.5,0,4,760,11,1.64,61.29,7
5,3,16.5,3,14.1,21,3.3,36.7,1,3,783,9,1.32,146.53,8
22,2,17.7,2,16.2,23,2.9,26.8,139,3,370,9,4.82,457.99,2
2,2,15.7,0,11.4,18,3.6,29.6,2,4,867,10,4.89,617.89,9
16,4,14.8,3,13.2,18,3.8,43.5,0,3,1017,9,0.71,65.88,12
12,14,15,2,11.8,23,3.9,44.4,32,4,676,10,1.47,171.44,1
21,6,15.5,4,13.6,16,3.7,32.3,0,3,668,9,1.43,100.73,8
14,2,16.6,3,14.2,27,3.8,42.5,2,3,520,10,1.75,120.95,1
2,4,16.3,2,10.9,20,4.1,39.8,0,3,1145,11,0.32,24.43,9
19,7,14.3,0,12.5,18,3.2,35,30,4,454,9,3.85,373.06,5
12,14,16.1,1,14.6,23,3.9,33.9,1,3,747,9,2.94,376.96,1
6,14,16,1,12.6,22,3.7,46,0,3,921,8,4.22,405.16,15
19,7,15.3,2,10.1,27,4,30,0,3,627,7,1.5,132.76,13
13,13,15.2,3,9.8,23,3.8,35.3,1,3,1350,10,0.6,76.59,14
3,14,16.6,3,14.2,26,3.9,36,0,4,648,11,1.88,199.25,1
21,13,15.8,3,16,14,3.7,27,1,3,725,10,2.68,263.44,8
24,13,16.3,4,12,26,3.6,34.7,1,4,699,11,2.98,151.3,9
7,5,15.9,5,12.5,25,3.9,39.5,71,3,822,9,2,134.69,4
14,3,15.9,3,13.8,18,3.6,40.2,0,2,1209,8,0.41,51.16,15
8,7,14.5,3,10.4,20,3.4,33.9,0,2,917,8,1.76,163.98,10
12,14,15.6,3,15.7,24,3.9,36.7,23,4,526,11,1.32,138.32,1
2,2,16.2,0,13.7,15,3.6,34,37,3,930,8,4.52,561.78,9
7,11,16.1,2,14,21,3.8,30.7,0,4,683,10,1.1,87.65,15
14,14,15.2,2,9.2,18,4,48.2,7,3,1052,10,3.9,448.04,1
19,7,15.9,4,11.2,22,3.7,26.5,24,4,938,10,1.53,131.04,5
12,8,16.5,1,13.6,16,4,29.8,3,4,998,10,4.88,698.29,14
12,14,15.2,2,10.1,19,3.6,31.8,7,2,738,7,1.96,226.15,1
5,3,16.4,1,10.5,23,3.9,34.4,1,4,1290,11,1.46,134.4,15
23,11,16.5,1,10.1,24,3.7,27.2,2,3,593,7,9.42,803.78,11
5,5,14.9,2,12.6,24,3.9,41,1,3,755,7,0.69,69.38,15
19,5,15.4,2,15.9,20,4.2,33.6,2,3,1494,8,1.59,122.78,13
19,13,16.3,4,13.4,23,3.6,33.8,0,3,378,11,0.94,28.62,13
18,13,15.4,0,9.7,19,3,41.6,43,3,678,9,2.5,369.64,11
7,14,15.7,3,13.1,21,3.8,52.4,0,3,435,7,0.39,35.85,11
21,3,16,3,8.4,28,3.8,40.3,0,4,858,10,0.8,49.88,11
12,5,15.7,2,10.5,24,3.7,29.8,0,3,959,10,0.45,59.59,2
11,2,16.8,3,15,21,3.9,30.3,3,4,927,11,7.98,613.83,4
19,14,15.5,1,11.4,19,3.8,43.5,0,2,736,7,0.8,133.39,13
14,14,14.9,2,10.9,29,3.6,46.4,4,3,655,10,4.45,404.37,1
16,5,15.2,3,11.2,20,3.3,26.9,1,3,315,7,3.35,273.09,1
21,13,15,3,12.8,18,3.8,35.2,0,3,602,8,2.12,62.11,8
24,13,15.5,0,11.3,20,4.1,39.7,0,2,630,7,0.82,60.1,13
12,4,15.1,0,10.7,12,3.9,34.3,0,4,1212,10,1.29,191.5,9
12,5,15.8,0,10.5,25,3.9,32.7,0,3,859,8,4,367.33,6
10,4,15.6,0,11.5,18,3.3,32.2,1,3,187,9,3.25,304.47,3
12,5,16.3,0,14,13,4,24.1,0,4,712,11,2.93,175.75,1
21,7,15.1,3,10.5,21,3.8,46.2,0,3,691,7,0.65,58.18,8
21,1,16,0,12,17,3.8,34,1,3,629,9,1.67,187.79,8
13,4,16.4,3,12.8,29,3.9,51.4,1,4,507,11,1.09,96.91,5
18,7,16.2,0,14.2,18,3.5,57.2,0,4,846,10,0.5,49.11,11
23,14,14.6,3,13.3,24,3.7,27,0,4,1279,10,0.24,34.43,11
19,14,16.4,2,14.7,17,3.9,29,1,4,1302,11,1.94,169.79,5
2,5,15.2,0,12.3,19,3.8,46.7,0,2,1094,7,2.79,249.45,9
14,5,15.3,4,9.1,31,4,28.3,7,2,866,7,6.78,571.38,11
16,3,16,0,12.4,21,4.2,43.1,0,3,1032,10,0.67,23.42,10
7,7,15.5,4,12.6,19,3.8,31.6,0,3,1076,9,2.37,179.69,15
2,7,16.2,3,12.9,23,3.8,31.3,0,4,940,11,0.49,35.72,14
16,9,19.1,0,19,21,3.8,44.1,0,2,327,6,0.36,24.02,12
23,13,15.6,0,12.9,18,3.8,30.3,107,2,778,8,3.99,382.29,7
9,14,14.3,1,8.5,27,3.9,47.6,0,3,96,8,1.74,118.69,12
7,5,15.9,2,10.9,23,3.1,40.2,1,3,501,9,3.56,237.5,15
24,3,18.3,0,17.1,19,3.7,36.3,0,2,1007,6,2.05,71.73,7
9,5,16,3,12.7,27,3.8,37.6,0,4,566,11,0.86,20.99,12
